ID,Country,Institution,Description,Contact,Link,Researchers,Students,Others,Accommodation,Funding,Remote work,General funding scheme,Other,Research focus,Natural sciences,Social sciences,Humanities and the arts,Engineering and technology,Medical and health sciences,Agricultural and veterinary sciences,Unspecified,Support period,Additional support,lat,lng
U1667,Hungary,International Business School,"We would welcome scholars to use our facilities (library, computers) and would consider full-time employment (teaching-focused, in English) in the areas of finance and accounting, quantitative skills, data science, and climate adaptation. Part-time employment is also possible from the autumn in various areas of business/management.",mracz@ibs-b.hu,https://www.ibs-b.hu/en/,1,,,,1,,,,,,1,,,,,,,,47.5607,19.0537
U1668,Germany,Max Planck Institute for Biology Tübingen,"We have some short-term funding available for research internships for Ukrainian researchers (Postdocs, PhDs, technician) with background in the research areas of the Max Planck Institute for Biology or the Friedrich Miescher Laboratory (FML) who would like to continue their research in Germany.\nWe also offer research internships for undergraduate students in biology, biochemistry or related subjects. Basic research at the Max Planck Institute for Biology Tübingen addresses fundamental questions in microbial, algal, plant and animal biology, including the interaction between different organisms. The approaches we use range from biochemistry, cell and developmental biology to evolutionary and ecological genetics, functional genomics and bioinformatics.",opportunities@tuebingen.mpg.de,https://www.phd.tuebingen.mpg.de/29233/ukraine,1,1,,,1,,,,"Microbial, algal, plant and animal biology",1,,,,,,,,We help to find accomodation and support registration at the local authorities,48.5366,9.0555
U1669,Italy,Ariatta Systems Engineering Spa,"MEP Engineering Company offers part or full time jobs for students or researchers in Energetic Eng, Electrical Eng, Mechanical Eng, Building Physics, Construction Eng. Ideally interest in Nearly Zero Energy Buildings, Data Centers, Sustainable Buildings.",matteo.gobbi@ariatta.it,https://www.ariatta.it/,1,1,1,,1,,,,,,,,1,,,,No time limit,,45.4648,9.1541
U1670,Poland,Warsaw University of Life Sciences,"Support in form of full-time or part-time employment for postdoctoral fellows as a researcher in grant funded by National Science Centre Poland (NCN) nr 2020/37/B/NZ7/03532 “Microenvironment dependent disruption of tumor capillaries using diamond nanoparticles in treatment of highly vascularized tumors”.\nSkills required/ requirements:\n-PhD in biological or related sciences\n-Molecular biology or animal/human cell biology or similar\n-The person to be employed in the grant was employed before the outbreak of the war and conducted research at a scientific unit in Ukraine, and as a result of military operations, arrived in Poland on February 24, 2022 or later\nFor more information, please contact me by e-mail.",mateusz_wierzbicki@sggw.edu.pl,https://www.sggw.edu.pl,1,,,,1,,,,Molecular biology or animal/human cell biology,1,,,,1,1,,up to 1 year,,52.1636,21.0442
U1671,Portugal,School of Engineering from the Polytechnic Institute of Porto,"ISEP has 2 open positions (see https://euraxess.ec.europa.eu/jobs/763011) for bachelor students in the area of Computer, Electrotechnical, Systems Engineering or similar. The work will focus on the development and integration of of an EDGE computing and Middleware architecture for the interconnection with IoT railway data acquisition systems and data processing, in close cooperation with the partners of the project. 6 months, with the possibility of extending, depending on conditions. We will support all the bureaucratic and accommodation procedure.",llf@isep.ipp.pt,https://euraxess.ec.europa.eu/jobs/763011,,1,,,1,1,,,"IoT, Edge computing",,,,1,,,,6 months,Assistance will be provided according to the candidate needs.,41.1711,-8.6339
U1672,Switzerland,Ecole polytechnique federale de Lausanne,"The IIPP lab is able to support financially PhD students, postdocs or visiting professors for a duration of 3 months to one year. Background in economics and management with an interest in innovation studies.",jobs-ukraine@epfl.ch,http://www.gder.info/,1,1,,,1,,,,"Economics; Science, Technology and Innovation Policy",,1,,,,,,3 months to 1 year,Help finding local schools for children,46.5191,6.5630
U1673,Hungary,McDaniel College Budapest,"McDaniel College Budapest is the branch campus of McDaniel College, a liberal arts college based in Westminster, Maryland in the USA. We are U.S.-accredited and offer both 4-year undergraduate degrees (in Psychology, Political Science, Business, Communication, Marketing and Art/Art History) and a premedical track to prepare for entrance exams into Hungarian medical universities. We are accepting displaced B.A. students into a special half-term course for credits (at no charge) and encouraging their applications from Fall 2022.",jlabov@mcdaniel.edu,https://mcdaniel.hu/information-refugees-fleeing-ukraine/,,1,,,,,,1,"Psychology, Business, Political Science, Communication, Art/Art History, Premedical",,1,1,,1,,,,,47.5036,19.0779
U1674,Ireland,Technological University Dublin,"The Centre for Industrial and Engineering Optics are willing to host Ukrainian graduate students in optics (https://www.tudublin.ie/ieo/). This will include academic supervision, lab equipment and access and desk space. TU Dublin has established a crisis support fund which will support the students including: student registration, stipend, research costs and further assistance.",kevin.p.murphy@tudublin.ie,https://www.tudublin.ie/research/support-for-researchers/tu-dublin-crisis-support-fund/about-the-tu-dublin-crisis-support-fund/,,1,,,1,,,,"holography, adaptive optics, sensors, holographic optical elements, photosensitive materials",1,,,,,,,For remaining period of PhD/MSc studies.,"Assistance in settling into life in Dublin\nPastoral supports, including availability of counselling",53.3579,-6.2895
U1675,United States,The University of Texas at Austin,"The University of Texas at Austin invites applicants for a visiting scholar appointment that entails research and/or teaching for displaced scholars from Ukraine working in a range of fields in the humanities, social sciences, natural sciences, engineering, or business. Working proficiency in English required.\nVisa and travel support, office space, standard benefits, assistance with securing housing, and a cost of living stipend will be provided. \nCandidates should hold a PhD in any relevant discipline, with a preference for the following unit(s) or area(s) of study, broadly defined:\n    Policy Studies (US, Europe, Eurasia)\n    Global Disinformation \n    Jewish Studies \n    Czech Studies \n    College of Natural Sciences\n    McCombs School of Business\n    Cockrell College of Engineering",burgerm@austin.utexas.edu,https://liberalarts.utexas.edu/slavic/resources/displaced-scholars.php,1,,,,1,,,,,1,1,1,1,,,1,Summer / Fall 2022 through Summer 2023,,30.2849,-97.7362
U1676,Poland,Institute of Biochemistry and Biophysics Polish Academy of Sciences,"Laboratory of Animal Molecular Physiology at the Institute of Biochemistry and Biophysics Polish Academy of Sciences offers position for a Postdoctoral Researcher from Ukraine. Full-time employment contract for 3 months with the possibility to extend it for next 9 months, starting as soon as possible but not later than 30.06.2022. Requirements: Ph. D. in biology-related field; experience in molecular biology, microscopy, or biochemistry; very good command of English.",m.turek@ibb.waw.pl,https://www2.ncn.gov.pl/baza-ofert/?akcja=wyswietl&id=190141,1,,,,1,,,,"Molecular biology, cell biology, physiology",1,,,,,,,3-12 months,,52.2073,20.9792
U1677,Germany,TU Dortmund University,"Scientists of all qualification levels who have previously conducted research in Ukraine, and have now fled Ukraine regardless of their passport, can conduct a funded guest stay at one of our 17 departments. Our Welcome Service of the International Office assists guests with all formalities and also helps them to find accommodation and arrange childcare.",prorektorin_internationales@tu-dortmund.de,https://international.tu-dortmund.de/en/international-researchers/informationen-fuer-ukrainische-und-russische-forschende/,1,,,,1,,,,All,1,1,1,1,1,,,,"Finding childcare facilties, housing search support, language classes",51.4895,7.4125
U1678,Austria,AIT Austrian Institute of Technology,We are Austria’s largest research and technology organisation and an international player in applied research for innovative infrastructure solutions. This makes us a powerful development partner for industry and a top employer in the scientific community. Our Center for Digital Safety & Security is seeking to hire new Ingenious Partners for our location in Vienna:\nSoftware Developer (m/f/d) in the field of Cryptography.,help-ukraine-people@ait.ac.at,https://www.ait.ac.at/,1,1,,,,,,1,Cryptography,1,1,,1,1,1,,,,48.2691,16.4247
U1679,Italy,International School for Advanced Studies,"The International School of Advanced Studies (SISSA – www.sissa.it), as a research and higher education institution whose mandate consists in the promotion of advanced scientific research and in advanced research training through PhD courses in Mathematics, Neuroscience and Physics, welcomes Ukrainian students and researchers.\nUp to four scholarships / research grants, lasting up to six months, are available to students at an advanced stage of their MSc degree programme or to doctoral students.\nResearchers and professors from organizations / institutions based in Ukraine are also welcome through our “Visiting Scientists” programme.\nIf interested you can send your proposal and CV to Sissa4Ukraine@sissa.it",Sissa4Ukraine@sissa.it,https://www.sissa.it/,1,1,,,1,,,1,"Mathematics Area\nGeometry and Mathematical Physics\nMathematical Analysis, Modelling, and Applications\n\nNeuroscience Area\nCognitive Neuroscience\nFunctional and Structural Genomics\nNeurobiology\n\nPhysics Area\nAstroparticle Physics\nAstrophysics and Cosmology\nPhysics and Chemistry of Biological Systems\nStatistical Physics\nTheoretical and Scientific Data Science\nTheoretical Particle Physics\nTheory and Numerical Simulation of the Condensed Matter",1,,,,,,,April - December 2022,,45.6798,13.7729
